loan_id,company_name,hq_country,asset_description,asset_value,asset_owner,loan_value,loan_currency
L018275,Halbrook Supply Co,United States,Charlotte Assembly Line Facility,321808,Halbrook Supply Co,212320,JPY
L018276,Windrose Pharma,Spain,Zaragoza Processing Plant,340842,Windrose Pharma,216832,EUR
L018277,Nordholt Pharma,Poland,Krakow Assembly Line Facility,621235,Heathcote Holdings SA,912340,PLN
L018278,Amberfield Timber Ltd,Sweden,Uppsala Warehouse,666463,Amberfield Timber Ltd,668957,SEK
L018279,Duskwood Logistics,Belgium,Liege Regional Headquarters,1809340,Ashcombe Holdings Inc,1173080,EUR
L018280,Norwich Pharma,Luxembourg,Esch-sur-Alzette Manufacturing Plant,843830,Norwich Pharma,2187849,SEK
L018281,Ivyridge Engineering,Luxembourg,Differdange Cold Storage Depot,303947,Ivyridge Engineering,372250,EUR
L018282,Hawksmoor Materials,Netherlands,Eindhoven Processing Plant,694282,Hawksmoor (Tilburg) Ltd,571541,EUR
L018283,Rathmore Engineering,Austria,Linz Distribution Centre,1873043,Rathmore (Salzburg) Ltd,2121825,EUR
L018284,Kingswell Supply Co,Finland,Turku Manufacturing Plant,318548,Kingswell (Espoo) Ltd,349099,EUR
L018285,Redshaw Retail Group,United Kingdom,Leeds Regional Headquarters,220280,Redshaw (Cardiff) Ltd,276330,GBP
L018286,Larkspur Agritech,Ireland,Waterford Office Campus,2426361,Larkspur Agritech,1776161,EUR
L018287,Sundale Agritech,Italy,Turin Cold Storage Depot,255662,Sundale (Verona) Ltd,371741,GBP
L018288,Hawksmoor Supply Co,Ireland,Waterford Storage Facility,151470,Hawksmoor Supply Co,204267,EUR
L018289,Vantage Industries,Switzerland,Lausanne Processing Plant,181896,Vantage (Lausanne) Ltd,109713,CHF
L018290,Elmsworth Engineering,Ireland,Cork Regional Headquarters,646436,Elmsworth Engineering,755928,EUR
L018291,Bellweather Pharma,Portugal,Coimbra Storage Facility,190459,Norwich Holdings SA,182104,EUR
L018292,Ivyridge Engineering,Luxembourg,Differdange Cold Storage Depot,303947,Ivyridge Engineering,478285,EUR
L018293,Solaris Timber Ltd,Finland,Tampere Storage Facility,660886,Solaris Timber Ltd,553519,EUR
L018294,Everholt Supply Co,Finland,Tampere Manufacturing Plant,824123,Everholt Supply Co,621412,JPY
L018295,Aldergate Industries,Austria,Salzburg Processing Plant,732365,Vireo Holdings GmbH,988232,EUR
L018296,Yarrow Auto Parts,Germany,Bremen Assembly Line Facility,793292,Yarrow Auto Parts,785730,EUR
L018297,Everholt Supply Co,Finland,Tampere Manufacturing Plant,824123,Everholt Supply Co,838972,EUR
L018298,Norwich Pharma,Luxembourg,Esch-sur-Alzette Manufacturing Plant,843830,Norwich Pharma,1428163,EUR
L018299,Caldermill Manufacturing,Finland,Turku Distribution Centre,2185544,Caldermill Manufacturing,3113668,EUR
L018300,Thornbury Textiles,Ireland,Cork Storage Facility,243643,Thornbury Textiles,203765,EUR
L018301,Granwell Works,Belgium,Ghent Assembly Line Facility,2306406,Granwell Works,1870751,EUR
L018302,Silverlake Materials,Belgium,Ghent Processing Plant,1939910,Silverlake Materials,2342716,EUR
L018303,Halbrook Supply Co,United States,Charlotte Assembly Line Facility,321808,Vireo Holdings Inc,464346,USD
L018304,Ivyridge Industries,Portugal,Porto Distribution Centre,207679,Zenbridge Holdings Inc,197839,EUR
L018305,Ravensworth Logistics,Germany,Leipzig Manufacturing Plant,1848831,Ravensworth Logistics,2883068,EUR
L018306,Bellweather Retail Group,Luxembourg,Esch-sur-Alzette Regional Headquarters,1968780,Bellweather Retail Group,1798527,EUR
L018307,Bellweather Pharma,Portugal,Coimbra Storage Facility,190459,Bellweather Pharma,8079,EUR
L018308,Hawksmoor Materials,Netherlands,Rotterdam Warehouse,292899,Hawksmoor (Tilburg) Ltd,273582,EUR
L018309,Sundale Foods,Germany,Bremen Regional Headquarters,190856,Sundale (Bremen) Ltd,146361,EUR
L018310,Vireo Manufacturing,Germany,Leipzig Storage Facility,361460,Vireo Manufacturing,226479,EUR
L018311,Millbrook Timber Ltd,Canada,Vancouver Freight Hub,245552,Millbrook Timber Ltd,302400,CAD
L018312,Briarwood Holdings,Poland,Poznan Freight Hub,162083,Briarwood Holdings,324166,PLN
L018313,Kingswell Supply Co,Finland,Turku Manufacturing Plant,318548,Kingswell Supply Co,406351,EUR
L018314,Thornbury Textiles,Ireland,Cork Storage Facility,243643,Thornbury Textiles,332521,EUR
L018315,Thornbury Construction,Poland,Krakow Storage Facility,198923,Thornbury Construction,808176,PLN
L018316,Aldergate Holdings,United States,Tacoma Storage Facility,241130,Aldergate Holdings,236112,USD
L018317,Ravensworth Logistics,Germany,Stuttgart Cold Storage Depot,310784,Windrose Holdings Group,254688,EUR
L018318,Solaris Timber Ltd,Finland,Espoo Cold Storage Depot,676431,Solaris Timber Ltd,576206,EUR
L018319,Bellweather Retail Group,Luxembourg,Esch-sur-Alzette Regional Headquarters,1968780,Bellweather Retail Group,2880799,EUR
L018320,Quillon Logistics,Italy,Verona Processing Plant,2197757,Quillon Logistics,1758376,CAD
L018321,Ironwood Industries,Germany,Stuttgart Freight Hub,2250663,Solaris Holdings Group,3256123,EUR
L018322,Copperfield Timber Ltd,Italy,Verona Office Campus,345966,Millbrook Holdings Inc,319290,EUR
L018323,Thornbury Textiles,Ireland,Waterford Manufacturing Plant,717692,Thornbury Textiles,1006867,EUR
L018324,Everholt Textiles,Netherlands,Tilburg Processing Plant,643184,Everholt Textiles,803674,EUR
L018325,Marlowe Retail Group,United States,Tacoma Regional Headquarters,166011,Marlowe Retail Group,25977,USD
L018326,Fenwick Works,Japan,Osaka Processing Plant,1150957,Ironwood Holdings SA,1432788,JPY
L018327,Solaris Foods,Netherlands,Eindhoven Distribution Centre,2441528,Solaris (Eindhoven) Ltd,3117493,EUR
L018328,Caldermill Manufacturing,Finland,Tampere Assembly Line Facility,394514,Caldermill Manufacturing,654972,EUR
L018329,Granwell Works,Belgium,Liege Manufacturing Plant,250166,Granwell Works,166476,EUR
L018330,Everholt Textiles,Netherlands,Eindhoven Assembly Line Facility,447763,Everholt Textiles,751544,EUR
L018331,Rathmore Agritech,United States,Austin Distribution Centre,615819,Rathmore (Ohio) Ltd,910395,USD
L018332,Heathcote Logistics,Finland,Turku Cold Storage Depot,2241575,Heathcote Logistics,1858037,EUR
L018333,Underhill Holdings,Portugal,Coimbra Distribution Centre,1937428,Underhill Holdings,2319420,EUR
L018334,Solaris Foods,Netherlands,Eindhoven Distribution Centre,2441528,Solaris Foods,2904706,EUR
L018335,Underhill Retail Group,Spain,Bilbao Regional Headquarters,214176,Underhill Retail Group,222724,EUR
L018336,Redshaw Materials,Belgium,Ghent Storage Facility,158136,Redshaw Materials,128259,EUR
L018337,Rathmore Agritech,United States,Austin Distribution Centre,615819,Rathmore (Ohio) Ltd,522267,USD
L018338,Ravensworth Logistics,Germany,Leipzig Manufacturing Plant,1848831,Ravensworth Logistics,2114655,EUR
L018339,Solaris Foods,Netherlands,Rotterdam Office Campus,180552,Solaris Foods,134345,EUR
L018340,Rathmore Agritech,United States,Tacoma Manufacturing Plant,165023,Rathmore Agritech,242712,USD
L018341,Briarwood Holdings,Poland,Wroclaw Processing Plant,876676,Briarwood Holdings,806117,PLN
L018342,Windrose Pharma,Spain,Zaragoza Processing Plant,340842,Windrose Pharma,606404,EUR
L018343,Hawksmoor Materials,Netherlands,Rotterdam Warehouse,292899,Hawksmoor (Tilburg) Ltd,1367495,PLN
L018344,Thornbury Textiles,Ireland,Galway Warehouse,1519271,Thornbury Textiles,2728202,EUR
L018345,Everholt Textiles,Netherlands,Eindhoven Assembly Line Facility,447763,Everholt Textiles,652670,EUR
L018346,Tanglewood Auto Parts,Italy,Bologna Regional Headquarters,455679,Brightwell Holdings SA,7706,EUR
L018347,Vantage Pharma,Canada,Vancouver Processing Plant,640788,Vantage (Calgary) Ltd,1144948,CAD
L018348,Larkspur Agritech,Ireland,Limerick Manufacturing Plant,1427945,Larkspur Agritech,2215343,EUR
L018349,Corvain Engineering,France,Marseille Manufacturing Plant,373559,Corvain Engineering,333434,EUR
L018350,Ravensworth Engineering,Sweden,Malmo Distribution Centre,366567,Ravensworth Engineering,585923,SEK
L018351,Norwich Pharma,Luxembourg,Differdange Freight Hub,292884,Norwich Pharma,480401,EUR
L018352,Underhill Holdings,Portugal,Porto Processing Plant,1738364,Underhill (Braga) Ltd,2025406,EUR
L018353,Heathcote Auto Parts,Switzerland,Lucerne Processing Plant,662805,Heathcote (Lucerne) Ltd,531957,CHF
L018354,Rathmore Agritech,United States,Tacoma Manufacturing Plant,165023,Rathmore (Ohio) Ltd,240788,USD
L018355,Silverlake Materials,Belgium,Liege Freight Hub,206927,Silverlake Materials,291582,EUR
L018356,Rathmore Agritech,United States,Austin Distribution Centre,615819,Rathmore (Ohio) Ltd,520583,JPY
L018357,Brightwell Timber Ltd,France,Marseille Regional Headquarters,2147061,Brightwell Timber Ltd,2717943,EUR
L018358,Juniper Textiles,United States,Denver Freight Hub,727866,Ashcombe Holdings Inc,1131299,USD
L018359,Cascade Engineering,Poland,Wroclaw Office Campus,1284758,Cascade Engineering,840299,PLN
L018360,Kestrel Industries,Austria,Salzburg Distribution Centre,860151,Kestrel Industries,793934,EUR
L018361,Zenbridge Manufacturing,Spain,Seville Regional Headquarters,2422553,Zenbridge Manufacturing,2980033,EUR
L018362,Ironwood Industries,Germany,Stuttgart Freight Hub,2250663,Ironwood Industries,3986364,EUR
L018363,Everholt Supply Co,Finland,Tampere Manufacturing Plant,824123,Everholt Supply Co,3363798,EUR
L018364,Elmsworth Engineering,Ireland,Cork Regional Headquarters,646436,Elmsworth Engineering,599171,EUR
L018365,Silverlake Materials,Belgium,Antwerp Assembly Line Facility,646178,Silverlake Materials,1058675,EUR
L018366,Ravensworth Engineering,Sweden,Malmo Distribution Centre,366567,Ravensworth Engineering,424976,SEK
L018367,Nordholt Pharma,Poland,Wroclaw Cold Storage Depot,374439,Nordholt Pharma,295988,PLN
L018368,Norwich Pharma,Luxembourg,Esch-sur-Alzette Manufacturing Plant,843830,Norwich Pharma,665473,EUR
L018369,Kestrel Materials,Italy,Bologna Freight Hub,648799,Larkspur Holdings GmbH,1056109,EUR
L018370,Solaris Foods,Netherlands,Eindhoven Distribution Centre,2441528,Solaris (Eindhoven) Ltd,1898165,EUR
L018371,Ironwood Manufacturing,Sweden,Malmo Regional Headquarters,2151527,Ironwood Manufacturing,3833100,SEK
L018372,Larkspur Construction,Netherlands,Utrecht Regional Headquarters,1931775,Larkspur Construction,2797442,EUR
L018373,Ravensworth Engineering,Sweden,Malmo Distribution Centre,366567,Ravensworth (Malmo) Ltd,540947,SEK
L018374,Norwich Pharma,Luxembourg,Esch-sur-Alzette Manufacturing Plant,843830,Norwich Pharma,782154,EUR
L018375,Vireo Manufacturing,Germany,Bremen Regional Headquarters,883428,Vireo Manufacturing,764053,EUR
L018376,Fenwick Manufacturing,Spain,Valencia Warehouse,1144732,Fenwick Manufacturing,875477,EUR
L018377,Tanglewood Logistics,Austria,Salzburg Regional Headquarters,296579,Tanglewood Logistics,304623,EUR
L018378,Corvain Construction,Belgium,Ghent Regional Headquarters,670961,Corvain Construction,802327,EUR
L018379,Granwell Works,Belgium,Liege Manufacturing Plant,250166,Granwell Works,6298,EUR
L018380,Underhill Holdings,Portugal,Coimbra Distribution Centre,1937428,Underhill Holdings,1989935,EUR
L018381,Larkspur Construction,Netherlands,Utrecht Regional Headquarters,1931775,Larkspur Construction,2263658,EUR
L018382,Quillon Works,Austria,Graz Warehouse,746671,Quillon (Salzburg) Ltd,885893,EUR
L018383,Everholt Textiles,Netherlands,Eindhoven Assembly Line Facility,447763,Everholt Textiles,514318,EUR
L018384,Silverlake Materials,Belgium,Ghent Processing Plant,1939910,Silverlake Materials,1200629,EUR
L018385,Pinehurst Logistics,Spain,Seville Assembly Line Facility,1545141,Pinehurst Logistics,3090282,EUR
L018386,Westfold Industries,Japan,Fukuoka Regional Headquarters,870823,Westfold Industries,761989,JPY
L018387,Kingswell Manufacturing,Switzerland,Basel Regional Headquarters,278383,Kingswell Manufacturing,172548,CHF
L018388,Redshaw Retail Group,United Kingdom,Aberdeen Distribution Centre,538261,Redshaw (Cardiff) Ltd,645500,GBP
L018389,Duskwood Logistics,Belgium,Liege Regional Headquarters,1809340,Ashcombe Holdings Inc,2484860,EUR
L018390,Grayling Foods,Switzerland,Basel Assembly Line Facility,834843,Grayling Foods,725705,CHF
L018391,Kestrel Materials,Italy,Turin Office Campus,193412,Kestrel Materials,200643,EUR
L018392,Duskwood Logistics,Belgium,Liege Regional Headquarters,1809340,Duskwood Logistics,2138450,EUR
L018393,Juniper Supply Co,Japan,Osaka Storage Facility,1991460,Juniper Supply Co,2204486,JPY
L018394,Marlowe Retail Group,United States,Tacoma Regional Headquarters,166011,Marlowe Retail Group,271646,USD
L018395,Rathmore Agritech,United States,Tacoma Manufacturing Plant,165023,Rathmore Agritech,266727,USD
L018396,Pinehurst Logistics,Spain,Seville Assembly Line Facility,1545141,Pinehurst Logistics,2701138,EUR
L018397,Vireo Manufacturing,Germany,Essen Storage Facility,1737852,Vireo Manufacturing,1701991,JPY
L018398,Millbrook Construction,France,Toulouse Distribution Centre,455395,Millbrook Construction,385243,EUR
L018399,Kingswell Supply Co,Finland,Turku Manufacturing Plant,318548,Kingswell (Espoo) Ltd,24886,EUR
L018400,Granwell Textiles,United Kingdom,Glasgow Storage Facility,2007281,Granwell Textiles,3217159,SEK
L018401,Greystone Auto Parts,France,Toulouse Freight Hub,748073,Greystone Auto Parts,556134,EUR
L018402,Marlowe Retail Group,United States,Denver Assembly Line Facility,2172493,Marlowe (Austin) Ltd,1940627,USD
L018403,Grayling Foods,Switzerland,Basel Assembly Line Facility,834843,Grayling Foods,1332367,CHF
L018404,Elmsworth Logistics,Poland,Krakow Assembly Line Facility,728336,Elmsworth Logistics,873877,PLN
L018405,Underhill Holdings,Portugal,Porto Processing Plant,1738364,Underhill (Braga) Ltd,1841016,EUR
L018406,Redshaw Retail Group,United Kingdom,Bristol Warehouse,1122969,Redshaw (Cardiff) Ltd,934619,GBP
L018407,Grayling Textiles,Finland,Espoo Distribution Centre,204276,Grayling Textiles,132217,EUR
L018408,Bellweather Retail Group,Luxembourg,Differdange Assembly Line Facility,679063,Bellweather Retail Group,1133496,EUR
L018409,Everholt Textiles,Netherlands,Eindhoven Assembly Line Facility,447763,Everholt Textiles,711016,EUR
L018410,Millbrook Timber Ltd,Canada,Winnipeg Storage Facility,332437,Millbrook Timber Ltd,493499,CAD
L018411,Heathcote Logistics,Finland,Turku Cold Storage Depot,2241575,Heathcote Logistics,2773178,EUR
L018412,Hawksmoor Supply Co,Ireland,Galway Office Campus,284141,Hawksmoor Supply Co,308029,EUR
L018413,Pemberton Pharma,Luxembourg,Differdange Warehouse,1723339,Pemberton (Esch-sur-Alzette) Ltd,1407658,EUR
L018414,Fenwick Works,Japan,Nagoya Storage Facility,1015676,Ironwood Holdings SA,1364738,JPY
L018415,Norwich Engineering,Portugal,Coimbra Assembly Line Facility,1732981,Norwich Engineering,1967781,EUR
L018416,Windrose Agritech,Portugal,Coimbra Manufacturing Plant,667590,Windrose Agritech,1179291,EUR
L018417,Solaris Foods,Netherlands,Eindhoven Distribution Centre,2441528,Solaris (Eindhoven) Ltd,4129401,EUR
L018418,Westfold Industries,Japan,Fukuoka Regional Headquarters,870823,Silverlake Holdings Group,3908986,JPY
L018419,Fenwick Works,Japan,Nagoya Storage Facility,1015676,Fenwick Works,1342286,JPY
L018420,Everholt Textiles,Netherlands,Tilburg Processing Plant,643184,Everholt Textiles,1101071,EUR
L018421,Vantage Industries,Switzerland,Lausanne Processing Plant,181896,Vantage Industries,252100,CHF
L018422,Everholt Textiles,Netherlands,Tilburg Processing Plant,643184,Everholt Textiles,1118582,EUR
L018423,Rathmore Agritech,United States,Tacoma Manufacturing Plant,165023,Rathmore (Ohio) Ltd,245702,USD
L018424,Fenwick Manufacturing,Spain,Seville Manufacturing Plant,596375,Fenwick Manufacturing,2001675,EUR
L018425,Ravensworth Engineering,Sweden,Gothenburg Distribution Centre,387082,Ravensworth Engineering,491926,JPY
L018426,Caldermill Manufacturing,Finland,Espoo Cold Storage Depot,1233736,Caldermill Manufacturing,993499,EUR
L018427,Thornbury Textiles,Ireland,Waterford Manufacturing Plant,717692,Thornbury Textiles,637571,USD
L018428,Pemberton Engineering,Sweden,Gothenburg Manufacturing Plant,1642477,Pemberton Engineering,1233041,SEK
L018429,Pemberton Engineering,Sweden,Gothenburg Freight Hub,942509,Pemberton Engineering,1473831,SEK
L018430,Nordholt Textiles,United Kingdom,Aberdeen Distribution Centre,163698,Nordholt Textiles,131388,GBP
L018431,Zenbridge Pharma,Portugal,Porto Distribution Centre,265640,Zenbridge Pharma,363251,EUR
L018432,Millbrook Construction,France,Toulouse Distribution Centre,455395,Vantage Holdings GmbH,278012,EUR
L018433,Quillon Logistics,Italy,Bologna Distribution Centre,1004285,Quillon Logistics,1477234,EUR
L018434,Corvain Engineering,France,Lyon Freight Hub,2195539,Corvain Engineering,3796068,EUR
L018435,Kestrel Materials,Italy,Verona Storage Facility,432872,Larkspur Holdings GmbH,635606,EUR
L018436,Kingswell Supply Co,Finland,Turku Manufacturing Plant,318548,Kingswell (Espoo) Ltd,462882,EUR
L018437,Westfold Works,Spain,Seville Freight Hub,677827,Westfold Works,740145,EUR
L018438,Granwell Works,Belgium,Liege Manufacturing Plant,250166,Granwell Works,318733,EUR
L018439,Pinehurst Logistics,Spain,Valencia Manufacturing Plant,743745,Pinehurst Logistics,2133,EUR
L018440,Vantage Industries,Switzerland,Lausanne Processing Plant,181896,Vantage Industries,268999,CHF
L018441,Everholt Textiles,Netherlands,Rotterdam Distribution Centre,2333715,Everholt Textiles,3358346,EUR
L018442,Ravensworth Engineering,Sweden,Gothenburg Distribution Centre,387082,Ravensworth (Malmo) Ltd,529970,SEK
L018443,Amberfield Timber Ltd,Sweden,Uppsala Warehouse,666463,Amberfield Timber Ltd,555456,SEK
L018444,Pemberton Pharma,Luxembourg,Esch-sur-Alzette Distribution Centre,560921,Pemberton Pharma,768252,PLN
L018445,Pemberton Pharma,Luxembourg,Differdange Warehouse,1723339,Pemberton (Esch-sur-Alzette) Ltd,2067327,EUR
L018446,Bellweather Pharma,Portugal,Porto Manufacturing Plant,288274,Bellweather Pharma,236423,EUR
L018447,Windrose Agritech,Portugal,Braga Freight Hub,153704,Windrose Agritech,121938,EUR
L018448,Oakhaven Construction,Canada,Vancouver Assembly Line Facility,1434473,Oakhaven (Vancouver) Ltd,1188400,CAD
L018449,Norwich Pharma,Luxembourg,Differdange Freight Hub,292884,Norwich Pharma,321321,EUR
L018450,Briarwood Timber Ltd,Ireland,Limerick Assembly Line Facility,844824,Briarwood Timber Ltd,779460,EUR
L018451,Hawksmoor Supply Co,Ireland,Cork Distribution Centre,610086,Hawksmoor Supply Co,756101,EUR
